,stator_kv,mfr,group_number,requested_test_kv,media,mediana,desviacion_estandar,moda,B,A,Q,F
89,13.8,RK,UST,6.0,0.8068786457755355,0.265,2.1416030250310496,-1.25,2.948481670806585,5.090084695837635,7.231687720868685,False
90,13.8,RK,UST,8.0,0.8579761124291866,0.265073472888202,2.2657191982701876,-0.32,3.1236953106993743,5.389414508969562,7.65513370723975,False
91,13.8,TOS,GST,2.0,1.210161359792845,1.0565130683983737,0.4278190920625462,0.99,1.637980451855391,2.0657995439179375,2.4936186359804835,False
92,13.8,TOS,GST,4.0,1.3977882669581794,1.2449008587193824,0.43085271435286043,1.09,1.8286409813110398,2.2594936956639002,2.690346410016761,False
93,13.8,TOS,GST,6.0,1.5665103981834247,1.447025779391529,0.45347484054283327,1.39,2.019985238726258,2.473460079269091,2.9269349198119246,False
94,13.8,TOS,GST,8.0,1.5704319056545184,1.6154700058290543,0.38901116045628864,1.6,1.959443066110807,2.3484542265670956,2.7374653870233843,False
95,13.8,TOS,UST,2.0,-0.2702229601678046,-0.8599395205122673,2.66860236418435,7.6,2.3983794040165454,5.066981768200896,7.735584132385246,False
96,13.8,TOS,UST,4.0,-0.569108514386457,-1.1757266034844278,2.832614032606738,-1.14,2.2635055182202812,5.096119550827019,7.928733583433758,False
97,13.8,TOS,UST,6.0,-0.6398129324189725,-1.516730844691733,3.0476872256126635,-1.88,2.407874293193691,5.455561518806355,8.503248744419018,False
98,13.8,TOS,UST,8.0,-1.6767132009591164,-1.7590449845211604,1.1429120763708545,-1.69,-0.5338011245882619,0.6091109517825926,1.752023028153447,False
99,18.0,GE,GST,2.0,1.1102819818881535,1.01,0.20816542127642282,0.96,1.3184474031645763,1.526612824440999,1.734778245717422,False
100,18.0,GE,GST,4.0,1.2382066731840655,1.15,0.18994556815615543,1.13,1.428152241340221,1.6180978094963763,1.8080433776525318,False
101,18.0,GE,GST,6.0,1.356806150982724,1.28,0.17865144807141056,1.24,1.5354575990541346,1.7141090471255451,1.8927604951969559,False
102,18.0,GE,GST,8.0,1.4773309780786346,1.41,0.1717036074145082,1.38,1.6490345854931427,1.820738192907651,1.9924418003221591,False
103,18.0,GE,GST,10.0,1.6034467960369625,1.5599284205063064,0.19237396547409252,1.49,1.795820761511055,1.9881947269851477,2.1805686924592402,False
104,18.0,GE,UST,2.0,1.2824808349088017,0.8,1.9312123091459883,0.4,3.21369314405479,5.144905453200778,7.076117762346767,False
105,18.0,GE,UST,4.0,1.279028579882667,0.77,1.9969445762903069,0.3,3.2759731561729737,5.272917732463281,7.269862308753588,False
106,18.0,GE,UST,6.0,1.1316723917058842,0.6298494368682364,2.0189547877250575,0.17,3.1506271794309417,5.169581967155999,7.188536754881056,False
107,18.0,GE,UST,8.0,1.0532922036014631,0.59361650437198,1.8557393621949516,0.04,2.9090315657964148,4.764770927991366,6.620510290186319,False
108,18.0,GE,UST,10.0,1.051401693448246,0.58,1.7528163984908445,0.22,2.8042180919390907,4.557034490429935,6.309850888920779,False
